acc,cik,name,filing_date,words,chars,tail_share,marker,line,anchor
0001193125-23-034197,1136893,"Fidelity National Information Services, Inc.",2023-02-13,7417,48247,0.0,,,
0001510295-26-000060,1510295,Marathon Petroleum Corp,2026-08-04,5991,39081,0.0,,,
0001628280-26-049933,31462,ECOLAB INC.,2026-07-28,6461,42708,0.0,,,
0000037996-20-000056,37996,FORD MOTOR CO,2020-07-31,7403,47204,0.0,,,
0000063908-19-000056,63908,MCDONALDS CORP,2019-07-26,1753,11572,0.0,,,
0001730168-26-000011,1730168,Broadcom Inc.,2026-03-04,3588,23652,0.0,,,
0001090727-20-000019,1090727,UNITED PARCEL SERVICE INC,2020-04-28,3808,25338,0.0,,,
0000320193-20-000094,320193,Apple Inc.,2020-10-29,2032,13958,0.0,,,
0001403161-19-000042,1403161,VISA INC.,2019-10-24,7419,46821,0.0,,,
0000821189-19-000019,821189,EOG RESOURCES INC,2019-05-02,9880,62135,0.0,,,
0000101829-23-000013,101829,RTX Corp,2023-04-25,5278,34957,0.0,,,
0000093410-16-000053,93410,CHEVRON CORP,2016-04-29,2722,17706,0.0,,,
0001157523-17-001395,1358071,CONCHO RESOURCES INC,2017-05-03,5094,32547,0.0,,,
0000062709-18-000029,62709,"MARSH & MCLENNAN COMPANIES, INC.",2018-07-26,6508,38909,0.6306767071885682,supplemental information,Supplemental Information - Revenue Analysis,
0000732712-18-000051,732712,VERIZON COMMUNICATIONS INC,2018-10-23,5974,37733,0.3313810192669547,supplemental information,Supplemental Information - Impact of Topic 606,
0000086521-18-000015,1032208,SEMPRA,2018-02-27,5839,36842,0.0,,,
0001628280-25-044845,19617,JPMORGAN CHASE & CO,2025-10-14,3763,23292,0.0,,,
0000037996-18-000008,37996,FORD MOTOR CO,2018-01-24,3205,19777,0.0,,,
0000831259-19-000015,831259,FREEPORT-MCMORAN INC,2019-04-25,12611,77355,0.0,,,
0000093410-26-000162,93410,CHEVRON CORP,2026-07-31,5012,31621,0.0,,,
0000077476-20-000042,77476,PEPSICO INC,2020-04-28,5178,32680,0.7520807833537332,supplemental financial information,Supplemental Financial Information,
0000313616-20-000091,313616,DANAHER CORP /DE/,2020-05-06,3835,25793,0.0,,,
0000024741-26-000034,24741,CORNING INC /NY,2026-01-28,6894,44389,0.0,,,
0001564590-17-019158,1318605,"Tesla, Inc.",2017-10-02,395,2414,0.0,,,
0001157523-18-000894,1551182,Eaton Corp plc,2018-05-01,2835,18107,0.0,,,
0001193125-26-157977,1045609,"Prologis, Inc.",2026-04-16,1567,10652,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0000895728-18-000064,895728,ENBRIDGE INC,2018-11-02,9300,60250,0.0,,,
0000097476-26-000148,97476,TEXAS INSTRUMENTS INC,2026-07-22,2226,14173,0.0,,,
0001535527-22-000004,1535527,"CrowdStrike Holdings, Inc.",2022-03-09,6187,41945,0.0,,,
0001193125-20-050074,1512673,"Block, Inc.",2020-02-26,8399,53509,0.0,,,
0001326801-21-000062,1326801,"Meta Platforms, Inc.",2021-10-25,3005,19651,0.0,,,
0000097745-24-000036,97745,THERMO FISHER SCIENTIFIC INC.,2024-07-24,4391,29571,0.0,,,
0001640147-24-000031,1640147,Snowflake Inc.,2024-02-28,5835,39949,0.0,,,
0001035002-24-000050,1035002,VALERO ENERGY CORP/TX,2024-07-25,7113,45183,0.0,,,
0001539838-24-000195,1539838,"Diamondback Energy, Inc.",2024-11-04,5889,37776,0.0,,,
0000049826-26-000003,49826,ILLINOIS TOOL WORKS INC,2026-02-03,3008,18197,0.0,,,
0000922224-20-000022,922224,PPL Corp,2020-05-08,3794,24424,0.0,,,
0001564590-22-025153,1318605,"Tesla, Inc.",2022-07-05,296,1874,0.0,,,
0001510295-18-000010,1510295,Marathon Petroleum Corp,2018-02-01,6279,40584,0.0,,,
0000950170-22-021492,1389170,Targa Resources Corp.,2022-11-03,6782,43597,0.0,,,
0000080424-23-000039,80424,PROCTER & GAMBLE Co,2023-04-21,4283,28304,0.0,,,
0001539838-21-000059,1539838,"Diamondback Energy, Inc.",2021-04-16,1629,10152,0.0,,,
0001047469-19-004452,1063761,SIMON PROPERTY GROUP INC.,2019-07-31,15299,100554,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0000092230-23-000064,92230,TRUIST FINANCIAL CORP,2023-07-20,6159,39564,0.0,,,
0001539838-17-000103,1539838,"Diamondback Energy, Inc.",2017-08-02,3437,21316,0.0,,,
0000316709-17-000043,316709,SCHWAB CHARLES CORP,2017-10-16,5423,31818,0.0,,,
0001053507-16-000045,1053507,AMERICAN TOWER CORP /MA/,2016-07-28,7930,52171,0.0,,,
0001104659-24-114539,4281,Howmet Aerospace Inc.,2024-11-06,6813,41072,0.0,,,
0001489393-18-000008,1489393,LyondellBasell Industries N.V.,2018-08-03,2963,19211,0.0,,,
0001283699-23-000149,1283699,"T-Mobile US, Inc.",2023-10-25,5753,38223,0.0,,,
0001193125-21-043333,1321655,Palantir Technologies Inc.,2021-02-16,2510,17193,0.0,,,
0001137774-20-000101,1137774,PRUDENTIAL FINANCIAL INC,2020-08-04,4968,32370,0.0,,,
0000732712-18-000015,732712,VERIZON COMMUNICATIONS INC,2018-04-24,5175,33586,0.0,,,
0000950170-24-040274,1318605,"Tesla, Inc.",2024-04-02,348,2170,0.0,,,
0000723125-20-000030,723125,MICRON TECHNOLOGY INC,2020-03-25,3097,19776,0.0,,,
0001193125-16-563792,106040,WESTERN DIGITAL CORP,2016-04-28,3162,20850,0.0,,,
0000713676-25-000126,713676,"PNC FINANCIAL SERVICES GROUP, INC.",2025-10-15,8706,54064,0.0,,,
0000927628-16-000220,927628,CAPITAL ONE FINANCIAL CORP,2016-10-25,1008,6198,0.0,,,
0001193125-19-023138,89800,SHERWIN WILLIAMS CO,2019-01-31,4266,28321,0.0,,,
0001163165-25-000056,1163165,CONOCOPHILLIPS,2025-11-06,3506,23667,0.0,,,
0001108524-18-000017,1108524,"Salesforce, Inc.",2018-04-02,2578,17583,0.0,,,
0001193125-25-113823,1090012,DEVON ENERGY CORP/DE,2025-05-06,2031,13558,0.0,,,
0001193125-20-019027,89800,SHERWIN WILLIAMS CO,2020-01-30,3945,25344,0.0,,,
0000092122-15-000061,92122,SOUTHERN CO,2015-07-28,184,1326,0.0,,,
0001157523-15-003325,895421,MORGAN STANLEY,2015-10-19,5393,32460,0.0,,,
0001564590-21-000008,1318605,"Tesla, Inc.",2021-01-04,263,1738,0.0,,,
0000064803-23-000015,64803,CVS HEALTH Corp,2023-05-03,8828,58036,0.4041457026673099,supplemental information,Supplemental Information,
0000101829-17-000032,101829,RTX Corp,2017-07-25,4248,27061,0.0,,,
0001123360-16-000047,1123360,GLOBAL PAYMENTS INC,2016-01-11,4292,26088,0.0,,,
0001193125-16-446746,1489393,LyondellBasell Industries N.V.,2016-02-02,6783,41703,0.0,,,
0000895728-18-000027,895728,ENBRIDGE INC,2018-08-03,9035,58263,0.0,,,
0001193125-25-008046,87347,SLB LIMITED/NV,2025-01-17,10829,67228,0.0,,,
0001467858-24-000100,1467858,General Motors Co,2024-07-23,6918,41905,0.0,,,
0000018230-17-000226,18230,CATERPILLAR INC,2017-07-25,10954,70564,0.219800464826257,supplemental data,Supplemental Data for Results of Operations,
0001164727-24-000006,1164727,NEWMONT Corp /DE/,2024-02-22,23998,146801,0.0,,,
0001390777-18-000128,1390777,Bank of New York Mellon Corp,2018-10-18,5462,33493,0.0,,,
0001193125-22-114105,87347,SLB LIMITED/NV,2022-04-22,8463,55492,0.0,,,
0001060391-21-000043,1060391,"REPUBLIC SERVICES, INC.",2021-10-28,5144,32668,0.0,,,
0001637459-23-000110,1637459,Kraft Heinz Co,2023-08-02,5584,35578,0.0,,,
0000003570-17-000075,3570,"Cheniere Energy, Inc.",2017-05-04,3643,23677,0.0,,,
0000726728-22-000054,726728,REALTY INCOME CORP,2022-05-04,5146,33213,0.0,,,
0000002969-25-000042,2969,"Air Products & Chemicals, Inc.",2025-07-31,6386,42601,0.0,,,
0001558370-23-001449,1297996,"DIGITAL REALTY TRUST, INC.",2023-02-16,17667,115567,0.0,,,
0000875045-23-000005,875045,BIOGEN INC.,2023-02-15,6706,43564,0.0,,,
0001193125-19-211505,1137789,Seagate Technology Holdings plc,2019-08-02,3902,24945,0.0,,,
0001193125-23-081355,1618921,"Walgreens Boots Alliance, Inc.",2023-03-28,8906,58551,0.5433895236631313,supplemental information,SUPPLEMENTAL INFORMATION (UNAUDITED),
0000715957-17-000016,715957,"DOMINION ENERGY, INC",2017-05-04,2604,17344,0.0,,,
0001564590-19-027216,715957,"DOMINION ENERGY, INC",2019-07-31,3527,21693,0.0,,,
0001060391-24-000132,1060391,"REPUBLIC SERVICES, INC.",2024-02-27,6469,41064,0.0,,,
0000018230-18-000280,18230,CATERPILLAR INC,2018-10-23,9912,63542,0.2518334330049416,supplemental data,Supplemental Data for Results of Operations,
0001166691-24-000028,1166691,COMCAST CORP,2024-04-25,4785,32362,0.0,,,
0000950123-18-003776,12927,BOEING CO,2018-04-25,4535,30117,0.0,,,
0001628280-26-046717,1318605,"Tesla, Inc.",2026-07-02,304,1936,0.0,,,
0000100885-20-000139,100885,UNION PACIFIC CORP,2020-04-23,2732,17192,0.7007328990228013,supplemental financial information,Supplemental financial information is attached,
0001012569-15-000112,1012569,"Energy Transfer, LP",2015-11-04,6969,44553,0.7322739209480843,supplemental information,SUPPLEMENTAL INFORMATION,
0000092122-16-000210,92122,SOUTHERN CO,2016-10-31,962,6367,0.0,,,
0001404912-23-000022,1404912,KKR & Co. Inc.,2023-11-07,13577,90609,0.7033407277422773,supplemental information,Supplemental Information,
0000731766-18-000002,731766,UNITEDHEALTH GROUP INC,2018-01-16,4494,30511,0.4118186883419095,supplemental financial information,Supplemental Financial Information - Businesses,
0000051143-26-000077,51143,INTERNATIONAL BUSINESS MACHINES CORP,2026-07-22,4223,26477,0.0,,,
0000354950-21-000181,354950,"HOME DEPOT, INC.",2021-08-17,1550,10054,0.0,,,
0001065280-23-000119,1065280,NETFLIX INC,2023-04-18,5468,35262,0.12117860586467018,supplemental information,Supplemental Information,
0000049826-23-000002,49826,ILLINOIS TOOL WORKS INC,2023-02-02,3479,21052,0.0,,,
0001193125-21-058671,788784,PUBLIC SERVICE ENTERPRISE GROUP INC,2021-02-26,6196,37761,0.0,,,
0000895728-22-000017,895728,ENBRIDGE INC,2022-05-06,7980,54175,0.0,,,
0001645590-26-000052,1645590,Hewlett Packard Enterprise Co,2026-06-01,8311,54975,0.0,,,
0001193125-18-320910,1512673,"Block, Inc.",2018-11-07,7046,45799,0.0,,,
0001558370-25-000892,315189,DEERE & CO,2025-02-13,4571,29866,0.0,,,
0001047862-19-000138,1047862,CONSOLIDATED EDISON INC,2019-08-01,2536,16344,0.0,,,
0000310764-20-000120,310764,STRYKER CORP,2020-07-30,4131,24705,0.0,,,
0001193125-17-145129,1489393,LyondellBasell Industries N.V.,2017-04-28,5153,32001,0.0,,,
0001555280-22-000075,1555280,Zoetis Inc.,2022-02-15,6954,42496,0.0,,,
0000021344-22-000030,21344,COCA COLA CO,2022-07-26,12535,79593,0.0,,,
0001133421-18-000047,1133421,NORTHROP GRUMMAN CORP /DE/,2018-10-24,5456,34370,0.0,,,
0000097745-19-000003,97745,THERMO FISHER SCIENTIFIC INC.,2019-01-30,5283,33354,0.0,,,
0001585521-22-000209,1585521,"Zoom Communications, Inc.",2022-11-21,4001,27117,0.0,,,
0001404912-25-000019,1404912,KKR & Co. Inc.,2025-05-01,14707,98792,0.7131954004372824,supplemental information,Supplemental Information,
0001104659-24-046583,831001,CITIGROUP INC,2024-04-12,6456,40735,0.0,,,
0000010795-17-000007,10795,BECTON DICKINSON & CO,2017-05-02,5479,33625,0.3373977695167286,supplemental information,SUPPLEMENTAL INFORMATION,
0000950170-23-057723,1389170,Targa Resources Corp.,2023-11-02,6866,43947,0.0,,,
0000080424-15-000063,80424,PROCTER & GAMBLE Co,2015-07-30,5571,34704,0.0,,,
0001108524-20-000008,1108524,"Salesforce, Inc.",2020-02-25,6470,41663,0.0,,,
0001157523-15-002627,1163165,CONOCOPHILLIPS,2015-07-30,2121,14085,0.3217607383741569,supplemental information,"supplemental information, go to",
0001157523-22-000149,1551182,Eaton Corp plc,2022-02-04,3935,24877,0.0,,,
0001467858-19-000082,1467858,General Motors Co,2019-04-30,1377,8910,0.0,,,
0001104659-20-120261,823768,WASTE MANAGEMENT INC,2020-11-02,4506,28728,0.1916945140629351,supplemental data,Supplemental Data,
0000002488-17-000017,2488,ADVANCED MICRO DEVICES INC,2017-01-31,5696,34217,0.0,,,
0000063908-24-000029,63908,MCDONALDS CORP,2024-02-05,2578,17258,0.0,,,
0000764180-26-000056,764180,"ALTRIA GROUP, INC.",2026-04-30,5950,37536,0.0,,,
0001297996-17-000097,1297996,"DIGITAL REALTY TRUST, INC.",2017-07-27,25140,156410,0.0,,,
0000927628-23-000014,927628,CAPITAL ONE FINANCIAL CORP,2023-01-24,1323,8575,0.0,,,
0000915912-21-000002,915912,AVALONBAY COMMUNITIES INC,2021-02-04,8256,54116,0.0,,,AvalonBay (clean two-exhibit shape)
0001534701-26-000030,1534701,Phillips 66,2026-08-05,3593,23790,0.0,,,
0000079879-17-000068,79879,PPG INDUSTRIES INC,2017-07-12,1418,7417,0.0,,,
0001535527-20-000010,1535527,"CrowdStrike Holdings, Inc.",2020-06-02,4403,29982,0.0,,,
0000723125-26-000013,723125,MICRON TECHNOLOGY INC,2026-06-24,2707,17588,0.0,,,
0001091667-15-000184,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",2015-08-04,7030,44461,0.0,,,
0001038357-21-000050,1038357,PIONEER NATURAL RESOURCES CO,2021-08-02,6203,40377,0.0,,,
0000790070-15-000165,790070,EMC CORP,2015-10-21,6516,39714,0.24958452938510348,supplemental information,Supplemental Information,
0001193125-17-234987,1532063,Express Scripts Holding Co.,2017-07-25,5870,37318,0.7842596066241492,supplemental information,Supplemental Information Regarding,
0001047469-16-012541,1063761,SIMON PROPERTY GROUP INC.,2016-04-26,15322,101026,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0000080424-19-000028,80424,PROCTER & GAMBLE Co,2019-04-23,4706,30492,0.0,,,
0001193125-18-227786,106040,WESTERN DIGITAL CORP,2018-07-26,3451,21939,0.0,,,
0001122304-18-000065,1122304,AETNA INC /PA/,2018-05-01,7326,48011,0.0,,,
0000014272-25-000089,14272,BRISTOL MYERS SQUIBB CO,2025-04-24,6208,39230,0.0,,,
0001193125-16-792454,4281,Howmet Aerospace Inc.,2016-12-14,761,4603,0.0,,,
0000310764-16-000195,310764,STRYKER CORP,2016-01-12,1224,7903,0.0,,,
0001404912-20-000014,1404912,KKR & Co. Inc.,2020-08-04,10261,67905,0.0,,,
0000764180-25-000047,764180,"ALTRIA GROUP, INC.",2025-04-29,7398,46694,0.0,,,
0000882095-22-000016,882095,"GILEAD SCIENCES, INC.",2022-08-02,7046,44005,0.0,,,
0000922224-19-000048,922224,PPL Corp,2019-08-06,4932,29886,0.0,,,
0000006951-16-000055,6951,APPLIED MATERIALS INC /DE,2016-08-18,4749,27211,0.0,,,
0001193125-16-496516,34088,EXXON MOBIL CORP,2016-03-08,21009,127799,0.0,,,
0001032208-24-000013,1032208,SEMPRA,2024-05-07,4148,28060,0.0,,,
0000316709-22-000005,316709,SCHWAB CHARLES CORP,2022-01-18,7074,43532,0.0,,,
0001297996-19-000069,1297996,"DIGITAL REALTY TRUST, INC.",2019-04-25,19885,127348,0.0,,,
0000927653-25-000138,927653,MCKESSON CORP,2025-11-05,7135,48413,0.0,,,
0001193125-17-232373,87347,SLB LIMITED/NV,2017-07-21,8363,53663,0.19730540595941337,supplemental information,Supplemental Information,
0000804753-20-000029,804753,CERNER Corp,2020-04-28,4038,28282,0.0,,,
0001104659-16-118323,718877,"Activision Blizzard, Inc.",2016-05-05,6166,38418,0.0,,,
0001193125-26-182332,73309,NUCOR CORP,2026-04-27,3175,20179,0.0,,,
0001628280-26-011631,1640147,Snowflake Inc.,2026-02-25,7348,50234,0.0,,,
0000831259-18-000028,831259,FREEPORT-MCMORAN INC,2018-07-25,18805,111951,0.0,,,
0001403161-26-000077,1403161,VISA INC.,2026-04-28,4578,29360,0.0,,,
0001534701-21-000103,1534701,Phillips 66,2021-04-30,3944,26495,0.0,,,
0000072903-16-000115,72903,XCEL ENERGY INC,2016-01-28,8358,51157,0.0,,,
0000024741-21-000007,24741,CORNING INC /NY,2021-01-27,7080,44505,0.0,,,
0000034088-19-000039,34088,EXXON MOBIL CORP,2019-08-02,4131,27218,0.0,,,
0000769397-20-000028,769397,"Autodesk, Inc.",2020-08-25,5257,33390,0.0,,,
0000950170-24-071916,1341439,ORACLE CORP,2024-06-11,5410,32604,0.0,,,
0000092230-20-000076,92230,TRUIST FINANCIAL CORP,2020-07-16,8550,56148,0.0,,,
0000012927-16-000137,12927,BOEING CO,2016-07-21,856,5704,0.0,,,
0000313616-18-000133,313616,DANAHER CORP /DE/,2018-10-18,3578,23761,0.0,,,
0000092122-18-000052,92122,SOUTHERN CO,2018-08-08,1985,13789,0.0,,,
0001276187-24-000016,1276187,Energy Transfer LP,2024-02-14,6088,40446,0.7226919843742273,supplemental information,SUPPLEMENTAL INFORMATION,
0001804220-25-000020,872589,"REGENERON PHARMACEUTICALS, INC.",2025-04-29,5377,35374,0.0,,,
0001099590-23-000010,1099590,MERCADOLIBRE INC,2023-05-03,5676,36189,0.0,,,
0001633917-24-000022,1633917,"PayPal Holdings, Inc.",2024-02-07,6279,39916,0.0,,,
0001193125-26-166937,896159,Chubb Ltd,2026-04-21,4673,31068,0.0,,,
0000766704-26-000005,766704,WELLTOWER INC.,2026-02-10,6796,46985,0.0,,,
0001137774-24-000147,1137774,PRUDENTIAL FINANCIAL INC,2024-08-01,4745,31895,0.0,,,
0000063908-25-000006,63908,MCDONALDS CORP,2025-02-10,2476,16225,0.0,,,
0001018724-25-000034,1018724,AMAZON COM INC,2025-05-01,4798,29099,0.34956527715729063,supplemental financial information,Supplemental Financial Information and Business Metrics,
0001075531-24-000011,1075531,Booking Holdings Inc.,2024-02-22,4338,27243,0.0,,,
0000927628-17-000269,927628,CAPITAL ONE FINANCIAL CORP,2017-10-24,1094,6772,0.0,,,
0000313616-26-000109,313616,DANAHER CORP /DE/,2026-04-21,3736,25212,0.0,,,
0000313616-23-000129,313616,DANAHER CORP /DE/,2023-04-25,4576,30584,0.0,,,
0000045012-25-000068,45012,HALLIBURTON CO,2025-10-21,5363,34803,0.0,,,
0001193125-17-128826,5272,"AMERICAN INTERNATIONAL GROUP, INC.",2017-04-19,550,3835,0.0,,,
0000354950-18-000055,354950,"HOME DEPOT, INC.",2018-11-13,2515,15642,0.0,,,
0000086312-24-000004,86312,"TRAVELERS COMPANIES, INC.",2024-01-19,9873,62696,0.0,,,
0001137789-18-000009,1137789,Seagate Technology Holdings plc,2018-01-09,1529,10604,0.0,,,
0001137789-25-000148,1137789,Seagate Technology Holdings plc,2025-07-29,4595,29611,0.0,,,
0000813672-22-000053,813672,CADENCE DESIGN SYSTEMS INC,2022-10-24,3503,22996,0.0,,,
0001193125-15-366490,1034054,SBA COMMUNICATIONS CORP,2015-11-05,6038,39427,0.0,,,
0001193125-21-025873,896159,Chubb Ltd,2021-02-02,5729,37773,0.0,,,
0001628280-21-020779,315293,Aon plc,2021-10-29,5673,36108,0.0,,,
0000055785-19-000004,55785,KIMBERLY CLARK CORP,2019-01-23,5551,34353,0.0,,,
0000354950-19-000061,354950,"HOME DEPOT, INC.",2019-11-19,1637,10383,0.0,,,
0000064040-22-000109,64040,S&P Global Inc.,2022-05-03,7389,47287,0.0,,,
0001104659-21-024093,5272,"AMERICAN INTERNATIONAL GROUP, INC.",2021-02-16,9650,60804,0.0,,,
0001193125-16-648803,713676,"PNC FINANCIAL SERVICES GROUP, INC.",2016-07-15,10699,66625,0.0,,,
0000885725-19-000043,885725,BOSTON SCIENTIFIC CORP,2019-10-23,4776,29940,0.0,,,
0000072903-19-000042,72903,XCEL ENERGY INC,2019-08-01,6904,42248,0.0,,,
0000885725-22-000026,885725,BOSTON SCIENTIFIC CORP,2022-10-26,4314,27249,0.0,,,
0001489393-19-000003,1489393,LyondellBasell Industries N.V.,2019-02-01,4886,30627,0.0,,,
0000707549-25-000082,707549,LAM RESEARCH CORP,2025-10-22,2719,18345,0.0,,,
0001104659-16-132737,831001,CITIGROUP INC,2016-07-15,6396,37308,0.0,,,
0001141391-21-000180,1141391,Mastercard Inc,2021-10-28,6059,37732,0.0,,,
0001628280-26-026551,1318605,"Tesla, Inc.",2026-04-22,6641,40062,0.0,,,
0000014272-25-000147,14272,BRISTOL MYERS SQUIBB CO,2025-10-30,7604,46116,0.0,,,
0000086521-16-000086,1032208,SEMPRA,2016-02-26,4935,32521,0.0,,,
0001193125-16-456375,49071,HUMANA INC,2016-02-10,1346,8612,0.0,,,
0000027419-19-000024,27419,TARGET CORP,2019-11-20,3762,23267,0.0,,,
0001193125-19-105761,886982,GOLDMAN SACHS GROUP INC,2019-04-15,3802,24123,0.0,,,
0001585521-24-000091,1585521,"Zoom Communications, Inc.",2024-05-20,3701,25266,0.0,,,
0000092122-17-000078,92122,SOUTHERN CO,2017-11-01,906,6026,0.0,,,
0000055785-18-000066,55785,KIMBERLY CLARK CORP,2018-10-22,4596,28223,0.0,,,
0001283699-25-000116,1283699,"T-Mobile US, Inc.",2025-07-23,4613,30743,0.0,,,
0000804753-18-000004,804753,CERNER Corp,2018-02-06,4201,28777,0.0,,,
0000019617-21-000281,19617,JPMORGAN CHASE & CO,2021-04-14,4235,26387,0.0,,,
0000059478-16-000436,59478,ELI LILLY & Co,2016-10-25,6109,39077,0.0,,,
0001051470-24-000206,1051470,CROWN CASTLE INC.,2024-10-16,12079,78697,0.0,,,
0000049071-22-000029,49071,HUMANA INC,2022-04-27,4218,28719,0.0,,,
0000072741-16-000069,72741,EVERSOURCE ENERGY,2016-05-04,1339,9042,0.0,,,
0000732712-26-000040,732712,VERIZON COMMUNICATIONS INC,2026-07-24,5359,35743,0.0,,,
0001535527-25-000030,1535527,"CrowdStrike Holdings, Inc.",2025-12-02,6953,47574,0.0,,,
0000320193-17-000006,320193,Apple Inc.,2017-08-01,1673,11074,0.0,,,
0001645590-21-000063,1645590,Hewlett Packard Enterprise Co,2021-11-30,8787,59172,0.0,,,
0000200406-21-000053,200406,JOHNSON & JOHNSON,2021-07-21,2087,14596,0.0,,,
0000766704-16-000051,766704,WELLTOWER INC.,2016-02-18,4677,31806,0.0,,,
0001596532-18-000166,1596532,"Arista Networks, Inc.",2018-08-02,2737,18535,0.0,,,
0000064040-16-000106,64040,S&P Global Inc.,2016-11-03,6101,37030,0.0,,,
0000354950-16-000079,354950,"HOME DEPOT, INC.",2016-08-16,1594,10038,0.0,,,
0001564590-21-057542,1782754,AZEK Co Inc.,2021-11-18,6809,44268,0.0,,,
0000936468-23-000046,936468,LOCKHEED MARTIN CORP,2023-04-18,6172,40871,0.0,,,
0001558370-24-005585,1318220,"Waste Connections, Inc.",2024-04-24,3261,22759,0.0,,,
0000804753-16-000073,804753,CERNER Corp,2016-05-05,2795,19249,0.0,,,
0001437749-24-023825,24741,CORNING INC /NY,2024-07-30,6217,39724,0.0,,,
0001193125-24-079608,1618921,"Walgreens Boots Alliance, Inc.",2024-03-28,9174,59167,0.5901431541230754,supplemental information,SUPPLEMENTAL INFORMATION (UNAUDITED),
0001157523-19-000192,1551182,Eaton Corp plc,2019-01-31,3133,19374,0.0,,,
0000713676-26-000026,713676,"PNC FINANCIAL SERVICES GROUP, INC.",2026-04-15,9152,56916,0.0,,,
0000037996-15-000044,37996,FORD MOTOR CO,2015-07-28,3288,21707,0.0,,,
0000713676-21-000039,713676,"PNC FINANCIAL SERVICES GROUP, INC.",2021-04-16,9908,58964,0.6036055898514348,supplemental information,Supplemental Information,
0000064040-24-000175,64040,S&P Global Inc.,2024-10-24,7685,47913,0.0,,,
0000798354-21-000002,798354,FISERV INC,2021-02-09,6980,45272,0.0,,,
0000079879-20-000051,79879,PPG INDUSTRIES INC,2020-10-19,3335,22480,0.0,,,
0001404912-26-000002,1404912,KKR & Co. Inc.,2026-02-05,15163,102190,0.7246990899305216,supplemental information,Supplemental Information,
0000104169-18-000020,104169,Walmart Inc.,2018-02-20,5536,34620,0.4180820335066436,supplemental financial information,Supplemental Financial Information,
0000034088-21-000004,34088,EXXON MOBIL CORP,2021-02-02,6244,42406,0.0,,,
0000089800-24-000084,89800,SHERWIN WILLIAMS CO,2024-04-23,3658,24124,0.0,,,
0001403161-20-000010,1403161,VISA INC.,2020-01-30,6377,40332,0.0,,,
0001061219-15-000030,1061219,ENTERPRISE PRODUCTS PARTNERS L.P.,2015-07-30,6252,39746,0.0,,,
0001555280-25-000272,1555280,Zoetis Inc.,2025-11-04,7499,45797,0.0,,,
0001104659-19-042471,310158,"Merck & Co., Inc.",2019-07-30,6431,40619,0.0,,,
0000005272-26-000014,5272,"AMERICAN INTERNATIONAL GROUP, INC.",2026-02-10,9748,60472,0.0,,,
0000072903-19-000071,72903,XCEL ENERGY INC,2019-10-24,7782,47971,0.0,,,
0001403161-18-000030,1403161,VISA INC.,2018-07-25,7101,44356,0.0,,,
0000033213-24-000042,33213,EQT Corp,2024-10-29,6267,41648,0.0,,,
0000092122-22-000041,92122,SOUTHERN CO,2022-07-28,784,5188,0.0,,,
0001271024-16-000047,1271024,LINKEDIN CORP,2016-08-04,3785,25477,0.0,,,
0000100885-21-000247,100885,UNION PACIFIC CORP,2021-07-22,3535,21555,0.0,,,
0001193125-16-580963,1109357,EXELON CORP,2016-05-06,8929,54430,0.0,,,
0000051143-23-000026,51143,INTERNATIONAL BUSINESS MACHINES CORP,2023-10-25,3843,24086,0.0,,,
0001613103-15-000035,1613103,Medtronic plc,2015-09-03,8428,51369,0.0,,,
0001558370-19-006498,31462,ECOLAB INC.,2019-07-30,6254,39786,0.0,,,
0001099800-16-000075,1099800,Edwards Lifesciences Corp,2016-10-25,4025,25156,0.0,,,
0001193125-21-213604,886982,GOLDMAN SACHS GROUP INC,2021-07-13,4686,29469,0.0,,,
0001035002-16-000115,1035002,VALERO ENERGY CORP/TX,2016-10-25,5583,34308,0.0,,,
0000104169-16-000083,104169,Walmart Inc.,2016-05-19,3448,22233,0.3406647775828723,supplemental financial information,Supplemental Financial Information,
0001090727-16-000070,1090727,UNITED PARCEL SERVICE INC,2016-07-29,3197,19699,0.0,,,
0001047122-19-000192,1047122,RAYTHEON CO/,2019-10-24,5855,37149,0.0,,,
0001628280-17-009879,713676,"PNC FINANCIAL SERVICES GROUP, INC.",2017-10-13,10442,60241,0.6475988114407132,supplemental information,Supplemental Information,
0001061219-25-000020,1061219,ENTERPRISE PRODUCTS PARTNERS L.P.,2025-07-28,6909,43964,0.0,,,
0000200406-21-000024,200406,JOHNSON & JOHNSON,2021-04-20,2071,14485,0.0,,,
0000106535-19-000006,106535,WEYERHAEUSER CO,2019-02-01,3382,21201,0.0,,,
0001193125-19-213617,1578845,Allergan plc,2019-08-06,3035,18327,0.0,,,
0000063908-17-000020,63908,MCDONALDS CORP,2017-04-25,1493,9926,0.0,,,
0001104659-17-029887,718877,"Activision Blizzard, Inc.",2017-05-04,6874,43228,0.0809197742204127,supplemental financial information,SUPPLEMENTAL FINANCIAL INFORMATION,
0000885725-26-000006,885725,BOSTON SCIENTIFIC CORP,2026-02-04,5025,32355,0.0,,,
0000895421-24-000398,895421,MORGAN STANLEY,2024-07-16,3625,22733,0.0,,,
0001133421-21-000028,1133421,NORTHROP GRUMMAN CORP /DE/,2021-04-29,6442,42358,0.0,,,
