rank,batch,arm,chunk_id,section_type,home_sector,home_cik,home_company_name,home_filing_date,word_count,n_source_filings,in_member_spell,home_extraction_status,home_extraction_confidence,passage_was_head_truncated,train_overlap,selfid
503,batch_13,P,E2CHK-0bd15809fde55c9f,RISK_FACTORS,tech,1321655,Palantir Technologies Inc.,2023-05-09,531,2,False,OK,high,False,False,False
504,batch_13,P,E2CHK-0b4cbf6fefa46b1e,MDA,tech,1045810,NVIDIA CORP,2015-08-19,388,26,False,OK,high,False,True,True
505,batch_13,P,E2CHK-55f3c41cbc0c40c4,MDA,energy,1090012,DEVON ENERGY CORP/DE,2021-05-05,371,1,False,OK,high,False,False,False
506,batch_13,P,E2CHK-e6e052bda541c8cd,MDA,energy,4447,HESS CORP,2019-08-06,397,2,False,OK,high,False,False,True
507,batch_13,G-A,E2CHK-4f560e57c0051a11,EX99_PRESS_RELEASE,financials,798354,FISERV INC,2020-10-27,369,1,False,OK,high,False,False,True
508,batch_13,G-N,E2CHK-658a9ac193f51aec,EX99_PRESS_RELEASE,tech,1564408,Snap Inc,2022-07-21,384,1,True,FLAGGED,medium,False,False,False
509,batch_13,P,E2CHK-52fa7e87bf812c16,MDA,energy,1161154,"Energy Transfer Operating, L.P.",2017-08-09,391,5,False,OK,high,False,False,True
510,batch_13,P,E2CHK-2d6fc9a160857d12,RISK_FACTORS,tech,813672,CADENCE DESIGN SYSTEMS INC,2025-02-21,371,1,True,OK,high,False,False,False
511,batch_13,G-A,E2CHK-ce72bb5abc821df6,EX99_PRESS_RELEASE,consumer,764180,"ALTRIA GROUP, INC.",2022-10-27,402,1,True,OK,high,False,False,False
512,batch_13,P,E2CHK-4fa532d3a2d17f1e,EX99_PRESS_RELEASE,financials,1364742,"BlackRock Finance, Inc.",2017-10-11,357,1,True,FLAGGED,medium,False,False,True
513,batch_13,P,E2CHK-cd70cef40486e00d,MDA,tech,1535527,"CrowdStrike Holdings, Inc.",2024-11-27,478,7,False,OK,high,False,False,False
514,batch_13,P,E2CHK-0d2fcecfba4443e1,MDA,consumer,354950,"HOME DEPOT, INC.",2021-03-24,358,2,True,OK,high,False,False,False
515,batch_13,P,E2CHK-e2b50bc7b83e55e1,MDA,energy,1276187,Energy Transfer LP,2023-11-02,359,5,True,OK,high,False,False,False
516,batch_13,P,E2CHK-f7fab9fd23872ef2,MDA,consumer,109198,TJX COMPANIES INC /DE/,2016-11-30,389,1,False,FLAGGED,low,False,False,True
517,batch_13,G-N,E2CHK-993aebfd867560b5,EX99_PRESS_RELEASE,tech,8670,AUTOMATIC DATA PROCESSING INC,2022-07-27,379,1,False,OK,high,False,False,True
518,batch_13,P,E2CHK-95735ebb8e759307,EX99_PRESS_RELEASE,consumer,1001250,ESTEE LAUDER COMPANIES INC,2025-10-30,361,1,False,OK,high,False,False,True
519,batch_13,P,E2CHK-2066076789fd74d5,EX99_PRESS_RELEASE,energy,895126,EXPAND ENERGY Corp,2017-05-04,385,1,False,OK,high,False,False,False
520,batch_13,P,E2CHK-3f35dadfb12041e2,MDA,energy,1035002,VALERO ENERGY CORP/TX,2017-05-08,381,1,True,OK,high,False,False,True
521,batch_14,G-N,E2CHK-4f5e27f7fdc80654,EX99_PRESS_RELEASE,consumer,764180,"ALTRIA GROUP, INC.",2017-10-26,392,2,True,OK,high,False,False,True
522,batch_14,G-A,E2CHK-373ad9d2105f676c,EX99_PRESS_RELEASE,tech,47217,HP INC,2016-02-24,444,1,False,OK,high,False,False,False
523,batch_14,P,E2CHK-1dc28f80d6be3058,RISK_FACTORS,financials,713676,"PNC FINANCIAL SERVICES GROUP, INC.",2024-02-21,411,2,True,OK,high,False,False,False
524,batch_14,P,E2CHK-e9eb3b68f3b42be6,RISK_FACTORS,healthcare,1110803,"ILLUMINA, INC.",2024-02-16,369,2,False,OK,high,False,False,True
525,batch_14,G-A,E2CHK-1e2619c28f2f551f,EX99_PRESS_RELEASE,healthcare,78003,PFIZER INC,2020-04-28,404,2,True,OK,high,False,False,True
526,batch_14,G-A,E2CHK-b9201930e2c6eb33,EX99_PRESS_RELEASE,consumer,80424,PROCTER & GAMBLE Co,2018-07-31,201,1,True,OK,high,False,False,False
527,batch_14,G-A,E2CHK-0151324a9c0e2bba,EX99_PRESS_RELEASE,energy,1539838,"Diamondback Energy, Inc.",2016-11-07,353,1,False,OK,high,False,False,True
528,batch_14,G-N,E2CHK-67a82ff15c983117,EX99_PRESS_RELEASE,healthcare,1156039,"Elevance Health, Inc.",2019-07-24,376,1,True,OK,high,False,False,False
529,batch_14,P,E2CHK-3bfb0ec599a78a4a,RISK_FACTORS,financials,1403161,VISA INC.,2025-11-06,505,1,True,OK,high,False,True,False
530,batch_14,P,E2CHK-1e231bbaae6e73fa,EX99_PRESS_RELEASE,healthcare,1555280,Zoetis Inc.,2026-05-07,364,1,True,OK,high,False,False,True
531,batch_14,P,E2CHK-576b4d2140d86cd6,EX99_PRESS_RELEASE,consumer,89800,SHERWIN WILLIAMS CO,2021-04-27,330,1,True,OK,high,False,False,True
532,batch_14,P,E2CHK-4706064f85923070,RISK_FACTORS,healthcare,872589,"REGENERON PHARMACEUTICALS, INC.",2019-02-07,531,12,True,OK,high,False,False,False
533,batch_14,P,E2CHK-04cc445a0f58ac07,EX99_PRESS_RELEASE,financials,713676,"PNC FINANCIAL SERVICES GROUP, INC.",2016-04-14,379,2,False,FLAGGED,medium,False,False,True
534,batch_14,G-N,E2CHK-ce6eac4707573983,EX99_PRESS_RELEASE,financials,831001,CITIGROUP INC,2016-01-15,366,1,False,OK,high,False,False,False
535,batch_14,G-A,E2CHK-cd7baf5cae71f612,EX99_PRESS_RELEASE,energy,1039684,ONEOK INC /NEW/,2020-10-27,673,1,True,OK,high,False,False,True
536,batch_14,P,E2CHK-0511b5cde4fac95e,MDA,energy,1161154,"Energy Transfer Operating, L.P.",2018-05-10,470,2,False,OK,high,False,False,False
537,batch_14,G-A,E2CHK-3ea345cfc589396c,EX99_PRESS_RELEASE,tech,1108524,"Salesforce, Inc.",2016-08-31,393,1,True,OK,high,False,False,False
538,batch_14,P,E2CHK-dd92779b64084e68,MDA,healthcare,1613103,Medtronic plc,2016-12-05,386,2,False,OK,high,False,False,False
539,batch_14,P,E2CHK-499418da7a0cc909,EX99_PRESS_RELEASE,energy,1539838,"Diamondback Energy, Inc.",2025-08-04,377,1,True,FLAGGED,medium,False,False,True
540,batch_14,P,E2CHK-2c02dec5b1bb6696,MDA,financials,5272,"AMERICAN INTERNATIONAL GROUP, INC.",2016-02-19,362,1,False,OK,high,False,False,False
541,batch_14,P,E2CHK-8450fe31f7053112,MDA,consumer,1018724,AMAZON COM INC,2025-08-01,385,1,True,OK,high,False,False,True
542,batch_14,G-N,E2CHK-b456c292a28d4fb8,EX99_PRESS_RELEASE,financials,72971,WELLS FARGO & COMPANY/MN,2018-07-13,360,1,True,OK,high,False,False,True
543,batch_14,P,E2CHK-2c5ff50972df0440,MDA,financials,1571949,"Intercontinental Exchange, Inc.",2025-02-06,409,1,False,OK,high,False,False,False
544,batch_14,P,E2CHK-e19a32a3cb00e8f9,EX99_PRESS_RELEASE,financials,831001,CITIGROUP INC,2024-01-12,379,1,True,FLAGGED,medium,False,False,False
545,batch_14,P,E2CHK-f06ad5ad94e40c95,RISK_FACTORS,financials,92230,TRUIST FINANCIAL CORP,2019-02-26,386,1,False,OK,high,False,False,False
546,batch_14,G-A,E2CHK-881ca5c9182d3a82,EX99_PRESS_RELEASE,healthcare,1156039,"Elevance Health, Inc.",2017-07-26,360,1,False,OK,high,False,False,False
547,batch_14,P,E2CHK-2b605524d2f16bea,MDA,energy,93410,CHEVRON CORP,2024-05-02,362,1,True,OK,high,False,True,True
548,batch_14,P,E2CHK-4ff73ff61f02a105,MDA,healthcare,14272,BRISTOL MYERS SQUIBB CO,2017-02-21,418,4,True,OK,high,False,False,False
549,batch_14,P,E2CHK-7f49f7c526083241,MDA,energy,107263,"WILLIAMS COMPANIES, INC.",2021-02-24,411,2,True,OK,high,False,False,False
550,batch_14,G-N,E2CHK-325c3faffcdd9a7f,EX99_PRESS_RELEASE,financials,316709,SCHWAB CHARLES CORP,2020-04-15,365,2,True,OK,high,False,False,True
551,batch_14,P,E2CHK-60a9d30eda3fba96,MDA,financials,886982,GOLDMAN SACHS GROUP INC,2018-08-03,359,4,True,OK,high,False,False,False
552,batch_14,P,E2CHK-18c02bafee64fdfe,MDA,financials,5272,"AMERICAN INTERNATIONAL GROUP, INC.",2017-05-04,359,1,True,OK,high,False,False,False
553,batch_14,P,E2CHK-be9cc9732d981b4e,EX99_PRESS_RELEASE,financials,1136893,"Fidelity National Information Services, Inc.",2024-05-07,350,1,False,FLAGGED,medium,False,False,False
554,batch_14,P,E2CHK-217a3455ffbbeb82,EX99_PRESS_RELEASE,financials,86312,"TRAVELERS COMPANIES, INC.",2023-10-18,355,1,False,OK,high,False,False,False
555,batch_14,P,E2CHK-5d00bc88cd98b761,EX99_PRESS_RELEASE,financials,1065088,EBAY INC,2015-10-21,364,1,False,OK,high,False,False,True
556,batch_14,G-A,E2CHK-d547ce5ba2d65450,EX99_PRESS_RELEASE,consumer,37996,FORD MOTOR CO,2020-04-28,377,1,True,FLAGGED,medium,False,False,True
557,batch_14,G-A,E2CHK-4f12651a09de0b85,EX99_PRESS_RELEASE,consumer,104169,Walmart Inc.,2020-05-19,385,1,True,OK,high,False,False,True
558,batch_14,P,E2CHK-6e9fffee086307d1,RISK_FACTORS,energy,1276187,Energy Transfer LP,2024-05-09,177,1,True,OK,high,False,False,False
559,batch_14,P,E2CHK-2e806ececa6a76a3,MDA,consumer,829224,STARBUCKS CORP,2020-04-28,585,2,True,OK,high,False,False,False
560,batch_14,G-A,E2CHK-881ec176e727b919,EX99_PRESS_RELEASE,healthcare,78003,PFIZER INC,2021-02-02,359,2,True,OK,high,False,False,True
561,batch_15,P,E2CHK-7ae98f76f805239a,EX99_PRESS_RELEASE,financials,1099590,MERCADOLIBRE INC,2023-05-03,421,2,True,OK,high,False,False,True
562,batch_15,P,E2CHK-d5ccec4276df1c4e,MDA,tech,789019,MICROSOFT CORP,2025-04-30,352,1,True,OK,high,False,True,False
563,batch_15,P,E2CHK-200ad84cdaebbf04,MDA,financials,1099590,MERCADOLIBRE INC,2019-02-28,514,1,False,FLAGGED,low,False,False,True
564,batch_15,P,E2CHK-4f259a30da9e1084,MDA,consumer,1001250,ESTEE LAUDER COMPANIES INC,2025-10-30,366,3,False,OK,high,False,False,False
565,batch_15,G-A,E2CHK-945c77855269495a,EX99_PRESS_RELEASE,healthcare,59478,ELI LILLY & Co,2019-02-06,362,1,True,OK,high,False,False,True
566,batch_15,G-N,E2CHK-cbb9da8be4757a0c,EX99_PRESS_RELEASE,consumer,1001250,ESTEE LAUDER COMPANIES INC,2025-05-01,365,6,False,OK,high,False,False,False
567,batch_15,P,E2CHK-01f938193ec0c29a,MDA,consumer,1318605,"Tesla, Inc.",2017-08-04,375,1,False,OK,high,False,False,False
568,batch_15,G-N,E2CHK-6a7987db7eb55fac,EX99_PRESS_RELEASE,financials,80661,PROGRESSIVE CORP/OH/,2015-10-16,368,3,False,FLAGGED,medium,False,False,True
569,batch_15,P,E2CHK-6b132b3219f72f17,EX99_PRESS_RELEASE,consumer,60667,LOWES COMPANIES INC,2023-05-23,365,3,True,OK,high,False,False,True
570,batch_15,P,E2CHK-d2383b7fdaba3894,RISK_FACTORS,energy,1276187,Energy Transfer LP,2024-05-09,497,1,True,OK,high,False,False,False
571,batch_15,G-N,E2CHK-5444ca8574726e44,EX99_PRESS_RELEASE,energy,1539838,"Diamondback Energy, Inc.",2024-02-12,356,1,True,FLAGGED,medium,False,False,False
572,batch_15,P,E2CHK-16945c1850fb826e,EX99_PRESS_RELEASE,energy,1090012,DEVON ENERGY CORP/DE,2024-02-27,357,1,True,OK,high,False,False,True
573,batch_15,G-A,E2CHK-e0da585f7f4710f9,EX99_PRESS_RELEASE,healthcare,318154,AMGEN INC,2016-10-27,377,1,True,OK,high,False,False,True
574,batch_15,P,E2CHK-e230c4d51fc42ccd,MDA,tech,1321655,Palantir Technologies Inc.,2020-11-13,371,1,False,OK,high,False,False,False
575,batch_15,P,E2CHK-f1b85b95d5d61041,EX99_PRESS_RELEASE,tech,712515,ELECTRONIC ARTS INC.,2016-05-10,382,4,False,OK,high,False,False,True
576,batch_15,P,E2CHK-e45e9cdca77850ee,MDA,healthcare,872589,"REGENERON PHARMACEUTICALS, INC.",2015-11-04,364,2,False,OK,high,False,False,False
577,batch_15,P,E2CHK-e83deb713d8c9f5b,EX99_PRESS_RELEASE,consumer,1318605,"Tesla, Inc.",2016-02-10,375,1,False,FLAGGED,medium,False,False,True
578,batch_15,P,E2CHK-d4da76e5274c7ff2,EX99_PRESS_RELEASE,financials,80661,PROGRESSIVE CORP/OH/,2017-01-25,368,1,False,FLAGGED,medium,False,False,True
579,batch_15,P,E2CHK-57fcec50ebcdeb2d,MDA,financials,19617,JPMORGAN CHASE & CO,2026-05-01,376,1,True,OK,high,False,True,False
580,batch_15,P,E2CHK-5712e6777412f816,MDA,healthcare,1035267,INTUITIVE SURGICAL INC,2022-02-03,456,1,True,OK,high,False,False,False
