cik,company_name,accession_number,filing_date,quarter,quarter_cell_size,section_type,results_signature_present,gate_level,words,prose_word_share,verdict,verdict_note
1038357,PIONEER NATURAL RESOURCES CO,0001038357-16-000096,2016-02-10,2016Q1,3,EX99_PRESS_RELEASE,True,WARN_MULTI,7202,0.5989,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-16-000126,2016-04-26,2016Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6074,0.556,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-16-000152,2016-07-28,2016Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6289,0.5448,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-16-000169,2016-11-01,2016Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6720,0.5448,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-17-000007,2017-02-07,2017Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8047,0.5697,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-17-000039,2017-05-03,2017Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7128,0.6073,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-17-000063,2017-08-01,2017Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6961,0.6281,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-17-000073,2017-10-12,2017Q4,3,EX99_PRESS_RELEASE,True,WARN_MULTI,1452,0.6928,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-17-000080,2017-11-01,2017Q4,3,EX99_PRESS_RELEASE,True,WARN_MULTI,6509,0.5631,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-18-000010,2018-02-06,2018Q1,3,EX99_PRESS_RELEASE,True,WARN_MULTI,8183,0.5789,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-18-000030,2018-05-02,2018Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5763,0.5993,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-18-000055,2018-08-07,2018Q3,3,EX99_PRESS_RELEASE,True,WARN_MULTI,6195,0.5688,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-18-000072,2018-11-06,2018Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5702,0.5289,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-19-000006,2019-02-13,2019Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6695,0.4862,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-19-000025,2019-05-06,2019Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5291,0.525,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-19-000043,2019-08-06,2019Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5306,0.4879,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-19-000059,2019-11-04,2019Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5522,0.5377,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-20-000007,2020-02-19,2020Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6324,0.4445,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-20-000028,2020-05-06,2020Q2,3,EX99_PRESS_RELEASE,True,WARN_MULTI,4875,0.5325,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-20-000047,2020-08-04,2020Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5308,0.5038,,
1038357,PIONEER NATURAL RESOURCES CO,0001193125-20-285688,2020-11-04,2020Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6353,0.0449,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-21-000009,2021-02-23,2021Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7117,0.5456,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-21-000029,2021-05-04,2021Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5538,0.5507,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-21-000050,2021-08-02,2021Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6203,0.3271,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-21-000065,2021-11-03,2021Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6578,0.3568,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-22-000026,2022-02-16,2022Q1,3,EX99_PRESS_RELEASE,True,WARN_MULTI,7144,0.3938,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-22-000072,2022-05-04,2022Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5073,0.6024,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-22-000116,2022-08-02,2022Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5638,0.5685,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-22-000133,2022-10-27,2022Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5773,0.5645,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-23-000026,2023-02-22,2023Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6916,0.5481,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-23-000059,2023-04-26,2023Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5335,0.5741,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-23-000083,2023-08-01,2023Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5689,0.5929,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-24-000019,2024-02-22,2024Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5917,0.4926,,
1039684,ONEOK INC /NEW/,0001193125-17-027652,2017-02-01,2017Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4403,0.0461,,
1039684,ONEOK INC /NEW/,0001039684-17-000012,2017-02-27,2017Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8520,0.3223,,
1045810,NVIDIA CORP,0001045810-19-000007,2019-02-14,2019Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3016,0.4012,,
1045810,NVIDIA CORP,0001045810-22-000133,2022-08-08,2022Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1566,0.5798,,
1045810,NVIDIA CORP,0001045810-22-000136,2022-08-24,2022Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3485,0.3225,,
1047862,CONSOLIDATED EDISON INC,0001047862-21-000028,2021-01-21,2021Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,897,0.922,,
1047862,CONSOLIDATED EDISON INC,0001047862-21-000051,2021-02-18,2021Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3422,0.5745,,
1051470,CROWN CASTLE INC.,0001051470-21-000122,2021-04-21,2021Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9511,0.4207,,
1051470,CROWN CASTLE INC.,0001051470-26-000003,2026-01-12,2026Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,519,0.7938,,
1051470,CROWN CASTLE INC.,0001051470-26-000008,2026-02-04,2026Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9639,0.3816,,
1051470,CROWN CASTLE INC.,0001051470-26-000046,2026-04-22,2026Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8996,0.3736,,
1051470,CROWN CASTLE INC.,0001051470-26-000052,2026-05-01,2026Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5719,0.4593,,
1058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,0001058290-20-000020,2020-04-09,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2004,0.7685,,
1058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,0001058290-20-000029,2020-05-07,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3810,0.5328,,
1058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,0001058290-23-000008,2023-01-12,2023Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2401,0.8684,,
1058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,0001058290-23-000019,2023-02-02,2023Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4306,0.5386,,
1065088,EBAY INC,0001065088-24-000033,2024-02-27,2024Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5858,0.4684,,
1075531,Booking Holdings Inc.,0001075531-16-000116,2016-11-07,2016Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4866,0.193,,
1090012,DEVON ENERGY CORP/DE,0001193125-16-755373,2016-11-01,2016Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5558,0.023,,
1090012,DEVON ENERGY CORP/DE,0001193125-18-299756,2018-10-16,2018Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,670,0.0597,,
1090012,DEVON ENERGY CORP/DE,0001193125-18-319585,2018-11-06,2018Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5337,0.0075,,
1099219,METLIFE INC,0001193125-15-366295,2015-11-04,2015Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7648,0.0214,,
1099219,METLIFE INC,0001193125-16-670266,2016-08-03,2016Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8140,0.03,,
1099219,METLIFE INC,0001193125-16-757271,2016-11-02,2016Q4,4,EX99_PRESS_RELEASE,True,WARN_MULTI,8427,0.0494,,
1099219,METLIFE INC,0001193125-17-027624,2017-02-01,2017Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,10277,0.0121,,
1099219,METLIFE INC,0001193125-17-245833,2017-08-02,2017Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9757,0.0377,,
1099219,METLIFE INC,0001193125-17-329468,2017-11-01,2017Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,10162,0.0238,,
1099219,METLIFE INC,0001193125-18-042752,2018-02-13,2018Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,11180,0.0145,,
1099219,METLIFE INC,0000937834-18-000032,2018-08-01,2018Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,10232,0.3429,,
1099219,METLIFE INC,0000937834-18-000045,2018-11-01,2018Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,10574,0.3356,,
1099219,METLIFE INC,0001099219-19-000004,2019-02-06,2019Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,11640,0.3468,,
1099219,METLIFE INC,0001099219-19-000023,2019-05-01,2019Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8942,0.3281,,
1099219,METLIFE INC,0001099219-19-000133,2019-07-31,2019Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9267,0.3352,,
1099219,METLIFE INC,0001099219-19-000220,2019-10-30,2019Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9577,0.3197,,
1099219,METLIFE INC,0001099219-20-000050,2020-02-05,2020Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,11434,0.3054,,
1099219,METLIFE INC,0001099219-20-000200,2020-05-06,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,10272,0.3383,,
1099219,METLIFE INC,0001099219-20-000285,2020-08-05,2020Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,10056,0.3441,,
1099219,METLIFE INC,0001099219-20-000355,2020-11-04,2020Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9846,0.3402,,
1099219,METLIFE INC,0001099219-21-000036,2021-02-03,2021Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,11197,0.2714,,
1099219,METLIFE INC,0001099219-21-000173,2021-05-05,2021Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9687,0.3296,,
1099219,METLIFE INC,0001099219-21-000268,2021-08-04,2021Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9586,0.3331,,
1099219,METLIFE INC,0001099219-21-000330,2021-11-03,2021Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9688,0.2988,,
1099219,METLIFE INC,0001099219-22-000003,2022-02-02,2022Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,11487,0.299,,
1099219,METLIFE INC,0001099219-22-000106,2022-05-04,2022Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9346,0.3132,,
1099219,METLIFE INC,0001099219-22-000112,2022-08-03,2022Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9575,0.3151,,
1099219,METLIFE INC,0001099219-22-000172,2022-11-02,2022Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9863,0.3312,,
1099219,METLIFE INC,0001099219-23-000039,2023-02-01,2023Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,11112,0.3113,,
1099590,MERCADOLIBRE INC,0001171843-18-007491,2018-11-02,2018Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4288,0.2577,,
1099590,MERCADOLIBRE INC,0001171843-22-005321,2022-08-03,2022Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5917,0.6355,,
1099590,MERCADOLIBRE INC,0001562762-22-000324,2022-08-03,2022Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5944,0.5861,,
1103982,"Mondelez International, Inc.",0001193125-15-269412,2015-07-30,2015Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,10644,0.0616,,
1105705,"WARNER MEDIA, LLC",0000950157-16-002366,2016-10-24,2016Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2749,0.7454,,
1105705,"WARNER MEDIA, LLC",0001193125-16-756162,2016-11-02,2016Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7568,0.1148,,
1108524,"Salesforce, Inc.",0001108524-18-000032,2018-05-29,2018Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7409,0.3698,,
1110803,"ILLUMINA, INC.",0001110803-15-000133,2015-07-21,2015Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3562,0.2824,,
1110803,"ILLUMINA, INC.",0001110803-15-000146,2015-10-05,2015Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,803,0.8941,,
1110803,"ILLUMINA, INC.",0001110803-15-000153,2015-10-20,2015Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4001,0.2934,,
1110803,"ILLUMINA, INC.",0001110803-16-000170,2016-02-02,2016Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4472,0.2869,,
1110803,"ILLUMINA, INC.",0001110803-16-000183,2016-04-18,2016Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,794,0.8186,,
1110803,"ILLUMINA, INC.",0001110803-16-000185,2016-05-03,2016Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3287,0.321,,
1110803,"ILLUMINA, INC.",0001110803-16-000194,2016-07-26,2016Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3861,0.2919,,
1110803,"ILLUMINA, INC.",0001110803-16-000207,2016-10-11,2016Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,693,0.8874,,
1110803,"ILLUMINA, INC.",0001110803-16-000211,2016-11-01,2016Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4192,0.3027,,
1110803,"ILLUMINA, INC.",0001110803-17-000003,2017-01-11,2017Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8006,0.8715,,
1110803,"ILLUMINA, INC.",0001110803-17-000008,2017-01-31,2017Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4715,0.2865,,
1110803,"ILLUMINA, INC.",0001110803-18-000003,2018-01-11,2018Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8524,0.9015,,
1110803,"ILLUMINA, INC.",0001110803-18-000005,2018-01-30,2018Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4662,0.2559,,
1110803,"ILLUMINA, INC.",0001110803-19-000006,2019-01-29,2019Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4205,0.2571,,
1110803,"ILLUMINA, INC.",0001110803-19-000035,2019-07-11,2019Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1008,0.6756,,
1110803,"ILLUMINA, INC.",0001110803-19-000037,2019-07-29,2019Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3634,0.4188,,
1110803,"ILLUMINA, INC.",0001110803-20-000011,2020-01-29,2020Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3867,0.4125,,
1110803,"ILLUMINA, INC.",0001110803-20-000026,2020-04-14,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,818,0.7445,,
1110803,"ILLUMINA, INC.",0001110803-20-000030,2020-04-30,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2897,0.4294,,
1110803,"ILLUMINA, INC.",0001110803-21-000003,2021-01-12,2021Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7853,0.1346,,
1110803,"ILLUMINA, INC.",0001110803-21-000012,2021-02-11,2021Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4173,0.4143,,
1110803,"ILLUMINA, INC.",0001110803-21-000022,2021-04-05,2021Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,837,0.724,,
1110803,"ILLUMINA, INC.",0001110803-21-000028,2021-04-27,2021Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3492,0.4542,,
1110803,"ILLUMINA, INC.",0001110803-22-000007,2022-02-10,2022Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5805,0.373,,
1110803,"ILLUMINA, INC.",0001110803-23-000017,2023-02-07,2023Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7427,0.3505,,
1110803,"ILLUMINA, INC.",0001110803-24-000002,2024-01-09,2024Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1686,0.6222,,
1110803,"ILLUMINA, INC.",0001110803-24-000007,2024-02-08,2024Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7250,0.3501,,
1110803,"ILLUMINA, INC.",0001110803-25-000009,2025-01-14,2025Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1903,0.6316,,
1110803,"ILLUMINA, INC.",0001110803-25-000014,2025-02-06,2025Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6481,0.2182,,
1110803,"ILLUMINA, INC.",0001110803-26-000009,2026-01-13,2026Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1931,0.6572,,
1110803,"ILLUMINA, INC.",0001110803-26-000018,2026-02-05,2026Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5246,0.3414,,
1122304,AETNA INC /PA/,0001122304-16-000184,2016-02-01,2016Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7163,0.4575,,
1123360,GLOBAL PAYMENTS INC,0001123360-15-000035,2015-10-07,2015Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4372,0.2756,,
1123360,GLOBAL PAYMENTS INC,0001193125-15-403794,2015-12-15,2015Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2864,0.0604,,
1123360,GLOBAL PAYMENTS INC,0001123360-20-000005,2020-02-12,2020Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5881,0.4169,,
1123360,GLOBAL PAYMENTS INC,0001123360-20-000011,2020-04-06,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1925,0.8364,,
1123360,GLOBAL PAYMENTS INC,0001123360-20-000018,2020-05-06,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4162,0.4935,,
1123360,GLOBAL PAYMENTS INC,0001104659-25-035771,2025-04-17,2025Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3170,0.0,,
1123360,GLOBAL PAYMENTS INC,0001123360-25-000028,2025-05-06,2025Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5097,0.5725,,
1136893,"Fidelity National Information Services, Inc.",0001136893-16-000065,2016-05-03,2016Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5016,0.3098,,
1136893,"Fidelity National Information Services, Inc.",0001136893-16-000074,2016-05-10,2016Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,12818,0.9806,,
1136893,"Fidelity National Information Services, Inc.",0001136893-18-000019,2018-05-01,2018Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4803,0.4287,,
1136893,"Fidelity National Information Services, Inc.",0001136893-18-000025,2018-05-08,2018Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8369,0.9769,,
1136893,"Fidelity National Information Services, Inc.",0001136893-20-000086,2020-04-13,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2479,0.7471,,
1136893,"Fidelity National Information Services, Inc.",0001136893-20-000105,2020-05-07,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5165,0.4908,,
1136893,"Fidelity National Information Services, Inc.",0001136893-22-000173,2022-10-19,2022Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,947,1.0,,
1136893,"Fidelity National Information Services, Inc.",0001136893-22-000177,2022-11-03,2022Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5925,0.5112,,
1136893,"Fidelity National Information Services, Inc.",0001136893-24-000060,2024-05-06,2024Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7888,0.4435,,
1136893,"Fidelity National Information Services, Inc.",0001193125-25-083595,2025-04-17,2025Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2986,0.0,,
1136893,"Fidelity National Information Services, Inc.",0001136893-25-000053,2025-05-06,2025Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7289,0.4416,,
1136893,"Fidelity National Information Services, Inc.",0001136893-26-000009,2026-02-24,2026Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8583,0.4058,,
1137774,PRUDENTIAL FINANCIAL INC,0001137774-25-000021,2025-02-04,2025Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4757,0.5316,,
1137774,PRUDENTIAL FINANCIAL INC,0001137774-25-000104,2025-07-30,2025Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4672,0.5454,,
1137774,PRUDENTIAL FINANCIAL INC,0001137774-25-000174,2025-10-29,2025Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4465,0.5532,,
1137774,PRUDENTIAL FINANCIAL INC,0001137774-26-000012,2026-02-03,2026Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5059,0.576,,
1137774,PRUDENTIAL FINANCIAL INC,0001193125-26-166839,2026-04-21,2026Q2,3,EX99_PRESS_RELEASE,True,WARN_MULTI,1202,0.0,,
1137774,PRUDENTIAL FINANCIAL INC,0001137774-26-000093,2026-05-05,2026Q2,3,EX99_PRESS_RELEASE,True,WARN_MULTI,4633,0.5914,,
1137774,PRUDENTIAL FINANCIAL INC,0001137774-26-000170,2026-08-04,2026Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5089,0.6078,,
1137789,Seagate Technology Holdings plc,0001104659-15-050755,2015-07-13,2015Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1070,0.6963,,
1137789,Seagate Technology Holdings plc,0001104659-15-055040,2015-07-31,2015Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2856,0.6096,,
1137789,Seagate Technology Holdings plc,0001104659-15-070776,2015-10-15,2015Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1305,0.8506,,
1137789,Seagate Technology Holdings plc,0001104659-15-074350,2015-10-30,2015Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2181,0.5461,,
1137789,Seagate Technology Holdings plc,0001104659-16-111266,2016-04-13,2016Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1433,0.7865,,
1137789,Seagate Technology Holdings plc,0001104659-16-115593,2016-04-29,2016Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2427,0.5694,,
1137789,Seagate Technology Holdings plc,0001104659-16-131996,2016-07-11,2016Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1492,0.7768,,
1137789,Seagate Technology Holdings plc,0001104659-16-135908,2016-08-02,2016Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2506,0.5555,,
1137789,Seagate Technology Holdings plc,0001193125-16-734835,2016-10-11,2016Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1348,0.0,,
1137789,Seagate Technology Holdings plc,0001193125-16-741277,2016-10-19,2016Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2253,0.055,,
1137789,Seagate Technology Holdings plc,0001137789-18-000004,2018-01-08,2018Q1,3,EX99_PRESS_RELEASE,True,WARN_MULTI,1532,0.6658,,
1137789,Seagate Technology Holdings plc,0001137789-18-000009,2018-01-09,2018Q1,3,EX99_PRESS_RELEASE,True,WARN_MULTI,1529,0.6324,,
1137789,Seagate Technology Holdings plc,0001193125-18-022528,2018-01-29,2018Q1,3,EX99_PRESS_RELEASE,True,WARN_MULTI,2348,0.017,,
1137789,Seagate Technology Holdings plc,0001193125-23-106624,2023-04-19,2023Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,897,0.1371,,
1137789,Seagate Technology Holdings plc,0001137789-23-000025,2023-04-20,2023Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4354,0.5161,,
1137789,Seagate Technology Holdings plc,0001137789-25-000148,2025-07-29,2025Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4595,0.4794,,
1141391,Mastercard Inc,0001141391-16-000204,2016-07-28,2016Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4730,0.2055,,
1156039,"Elevance Health, Inc.",0001193125-15-261907,2015-07-24,2015Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3109,0.0534,,
1156039,"Elevance Health, Inc.",0001193125-15-266931,2015-07-29,2015Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5555,0.0365,,
1156039,"Elevance Health, Inc.",0001193125-16-427226,2016-01-12,2016Q1,2,8K_BODY,True,WARN_MULTI,1361,0.0889,,
1156039,"Elevance Health, Inc.",0001193125-16-438986,2016-01-27,2016Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5789,0.0358,,
1156039,"Elevance Health, Inc.",0001193125-17-006246,2017-01-10,2017Q1,2,8K_BODY,True,WARN_MULTI,1237,0.0323,,
1156039,"Elevance Health, Inc.",0001193125-17-026526,2017-02-01,2017Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5659,0.0221,,
1156039,"Elevance Health, Inc.",0001156039-25-000051,2025-04-17,2025Q2,2,8K_BODY,True,WARN_MULTI,1053,0.9278,,
1156039,"Elevance Health, Inc.",0001156039-25-000056,2025-04-22,2025Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4494,0.439,,
1161154,"Energy Transfer Operating, L.P.",0001161154-16-000079,2016-10-31,2016Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,715,0.8783,,
1161154,"Energy Transfer Operating, L.P.",0001161154-16-000082,2016-11-09,2016Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3731,0.5797,,
1163165,CONOCOPHILLIPS,0001157523-18-000186,2018-02-01,2018Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3778,0.6903,,
1166691,COMCAST CORP,0001104659-19-002843,2019-01-23,2019Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7687,0.5058,,
1297996,"DIGITAL REALTY TRUST, INC.",0001297996-15-000065,2015-07-30,2015Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,24521,0.2404,,
