accession_number,section_type,cik_n,company_name_n,form_n,filing_date_n,bucket,extraction_status_o,extraction_status_n,reason_code_o,reason_code_n,extraction_confidence_o,extraction_confidence_n,extraction_method_o,extraction_method_n,word_count_o,word_count_n
0001390777-19-000104,RISK_FACTORS,1390777,Bank of New York Mellon Corp,10-Q,2019-11-07,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001390777-20-000062,RISK_FACTORS,1390777,Bank of New York Mellon Corp,10-Q,2020-05-07,fix1_ladder_recovered,EXPECTED_ABSENT,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,736
0001390777-20-000072,RISK_FACTORS,1390777,Bank of New York Mellon Corp,10-Q,2020-08-06,fix1_ladder_recovered,EXPECTED_ABSENT,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,896
0001390777-21-000046,RISK_FACTORS,1390777,Bank of New York Mellon Corp,10-Q,2021-05-06,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001390777-21-000070,RISK_FACTORS,1390777,Bank of New York Mellon Corp,10-Q,2021-08-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001390777-21-000095,RISK_FACTORS,1390777,Bank of New York Mellon Corp,10-Q,2021-11-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001390777-22-000049,RISK_FACTORS,1390777,Bank of New York Mellon Corp,10-Q,2022-05-06,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001390777-22-000075,RISK_FACTORS,1390777,Bank of New York Mellon Corp,10-Q,2022-08-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001390777-22-000101,RISK_FACTORS,1390777,Bank of New York Mellon Corp,10-Q,2022-11-07,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001390777-23-000046,RISK_FACTORS,1390777,Bank of New York Mellon Corp,10-Q,2023-05-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001390777-23-000081,RISK_FACTORS,1390777,Bank of New York Mellon Corp,10-Q,2023-08-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001390777-23-000103,RISK_FACTORS,1390777,Bank of New York Mellon Corp,10-Q,2023-11-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001390777-24-000075,RISK_FACTORS,1390777,Bank of New York Mellon Corp,10-Q,2024-05-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001390777-24-000105,RISK_FACTORS,1390777,Bank of New York Mellon Corp,10-Q,2024-08-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001390777-24-000133,RISK_FACTORS,1390777,Bank of New York Mellon Corp,10-Q,2024-11-01,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001390777-25-000084,RISK_FACTORS,1390777,Bank of New York Mellon Corp,10-Q,2025-05-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001390777-25-000118,RISK_FACTORS,1390777,Bank of New York Mellon Corp,10-Q,2025-08-01,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001390777-25-000159,RISK_FACTORS,1390777,Bank of New York Mellon Corp,10-Q,2025-10-31,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001390777-26-000060,RISK_FACTORS,1390777,Bank of New York Mellon Corp,10-Q,2026-05-01,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001390777-26-000086,RISK_FACTORS,1390777,Bank of New York Mellon Corp,10-Q,2026-07-31,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001410578-19-000606,RISK_FACTORS,1800,ABBOTT LABORATORIES,10-Q,2019-07-31,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001413329-16-000076,MDA,1413329,Philip Morris International Inc.,10-K,2016-02-17,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,27419
0001413329-16-000076,RISK_FACTORS,1413329,Philip Morris International Inc.,10-K,2016-02-17,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,3013
0001413329-17-000014,MDA,1413329,Philip Morris International Inc.,10-K,2017-02-14,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,24042
0001413329-17-000014,RISK_FACTORS,1413329,Philip Morris International Inc.,10-K,2017-02-14,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,3020
0001413329-18-000007,MDA,1413329,Philip Morris International Inc.,10-K,2018-02-13,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,24960
0001413329-18-000007,RISK_FACTORS,1413329,Philip Morris International Inc.,10-K,2018-02-13,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,3179
0001413329-19-000007,MDA,1413329,Philip Morris International Inc.,10-K,2019-02-07,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,24054
0001413329-19-000007,RISK_FACTORS,1413329,Philip Morris International Inc.,10-K,2019-02-07,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,3532
0001413329-20-000007,MDA,1413329,Philip Morris International Inc.,10-K,2020-02-07,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,22889
0001413329-20-000007,RISK_FACTORS,1413329,Philip Morris International Inc.,10-K,2020-02-07,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,3888
0001437749-22-003247,RISK_FACTORS,24741,CORNING INC /NY,10-K,2022-02-14,fix2_body_heading_mark,FAIL,FAIL,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001437749-23-003123,MDA,24741,CORNING INC /NY,10-K,2023-02-13,fix2_body_heading_mark,FAIL,FAIL,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001437749-23-003123,RISK_FACTORS,24741,CORNING INC /NY,10-K,2023-02-13,fix2_body_heading_mark,FAIL,FAIL,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001437749-24-003735,MDA,24741,CORNING INC /NY,10-K,2024-02-12,fix2_body_heading_mark,FAIL,FAIL,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001437749-24-003735,RISK_FACTORS,24741,CORNING INC /NY,10-K,2024-02-12,fix2_body_heading_mark,FAIL,FAIL,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001483096-16-000021,RISK_FACTORS,1483096,WILLIAMS PARTNERS L.P.,10-K,2016-02-26,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,17851
0001483096-16-000024,RISK_FACTORS,1483096,WILLIAMS PARTNERS L.P.,10-Q,2016-05-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001483096-17-000006,RISK_FACTORS,1483096,WILLIAMS PARTNERS L.P.,10-Q,2017-05-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001483096-17-000012,RISK_FACTORS,1483096,WILLIAMS PARTNERS L.P.,10-Q,2017-08-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001483096-17-000022,RISK_FACTORS,1483096,WILLIAMS PARTNERS L.P.,10-Q,2017-11-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001532063-15-000010,RISK_FACTORS,1532063,Express Scripts Holding Co.,10-Q,2015-07-28,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001532063-15-000013,RISK_FACTORS,1532063,Express Scripts Holding Co.,10-Q,2015-10-27,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001532063-16-000020,RISK_FACTORS,1532063,Express Scripts Holding Co.,10-Q,2016-04-25,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001532063-16-000023,RISK_FACTORS,1532063,Express Scripts Holding Co.,10-Q,2016-07-25,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001532063-16-000026,RISK_FACTORS,1532063,Express Scripts Holding Co.,10-Q,2016-10-25,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001539838-15-000037,MDA,1539838,"Diamondback Energy, Inc.",10-Q,2015-08-10,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,7839
0001539838-15-000037,RISK_FACTORS,1539838,"Diamondback Energy, Inc.",10-Q,2015-08-10,fix1_ladder_recovered,EXPECTED_ABSENT,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,131
0001551152-16-000005,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2016-11-07,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001551152-17-000016,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2017-05-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001551152-17-000025,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2017-08-07,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001551152-17-000035,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2017-11-07,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001551152-18-000025,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2018-05-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001551152-18-000032,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2018-08-07,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001551152-18-000042,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2018-11-07,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001551152-19-000016,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2019-05-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001551152-21-000016,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2021-05-07,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001551152-21-000025,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2021-08-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001551152-21-000031,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2021-11-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001551152-22-000017,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2022-05-06,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001551152-22-000030,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2022-08-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001551152-22-000045,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2022-11-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001551152-23-000023,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2023-05-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001551152-23-000033,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2023-08-07,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001551152-23-000045,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2023-11-06,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001551152-24-000020,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2024-05-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001551152-24-000031,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2024-08-07,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001551152-24-000040,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2024-11-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001551152-25-000029,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2025-05-09,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001551152-25-000040,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2025-08-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001551152-25-000049,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2025-11-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001551152-26-000017,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2026-05-08,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001551152-26-000026,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2026-08-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001555280-16-000344,MDA,1555280,Zoetis Inc.,10-K,2016-02-24,fix1_ladder_declined,FAIL,FAIL,item_absent_from_toc,toc_recovery_declined,low,low,none,none,0,0
0001555280-16-000344,RISK_FACTORS,1555280,Zoetis Inc.,10-K,2016-02-24,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,15953
0001555280-17-000044,MDA,1555280,Zoetis Inc.,10-K,2017-02-16,fix1_ladder_declined,FAIL,FAIL,item_absent_from_toc,toc_recovery_declined,low,low,none,none,0,0
0001555280-17-000044,RISK_FACTORS,1555280,Zoetis Inc.,10-K,2017-02-16,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,15477
0001558370-17-003258,RISK_FACTORS,64803,CVS HEALTH Corp,10-Q,2017-05-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-17-006198,RISK_FACTORS,64803,CVS HEALTH Corp,10-Q,2017-08-08,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-17-008250,RISK_FACTORS,64803,CVS HEALTH Corp,10-Q,2017-11-06,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-18-003777,RISK_FACTORS,64803,CVS HEALTH Corp,10-Q,2018-05-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-18-006683,RISK_FACTORS,64803,CVS HEALTH Corp,10-Q,2018-08-08,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-18-008642,RISK_FACTORS,64803,CVS HEALTH Corp,10-Q,2018-11-06,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-19-003257,RISK_FACTORS,1318220,"Waste Connections, Inc.",10-Q,2019-04-25,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-19-006491,RISK_FACTORS,1318220,"Waste Connections, Inc.",10-Q,2019-07-30,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-19-006560,RISK_FACTORS,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2019-07-30,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-19-009250,RISK_FACTORS,1318220,"Waste Connections, Inc.",10-Q,2019-10-29,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-19-009324,RISK_FACTORS,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2019-10-29,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-20-004491,RISK_FACTORS,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2020-04-28,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-20-008516,RISK_FACTORS,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2020-07-28,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-20-009797,RISK_FACTORS,1318220,"Waste Connections, Inc.",10-Q,2020-08-07,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-20-011799,RISK_FACTORS,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2020-10-27,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-20-011956,RISK_FACTORS,1318220,"Waste Connections, Inc.",10-Q,2020-10-29,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-21-004922,RISK_FACTORS,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2021-04-27,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-21-005162,RISK_FACTORS,1318220,"Waste Connections, Inc.",10-Q,2021-04-29,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-21-009351,RISK_FACTORS,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2021-07-27,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-21-010352,RISK_FACTORS,1318220,"Waste Connections, Inc.",10-Q,2021-08-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-21-013672,RISK_FACTORS,1318220,"Waste Connections, Inc.",10-Q,2021-10-28,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-21-014734,RISK_FACTORS,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2021-11-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-22-005983,RISK_FACTORS,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2022-04-26,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-22-006923,RISK_FACTORS,1318220,"Waste Connections, Inc.",10-Q,2022-05-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-22-010985,RISK_FACTORS,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2022-07-25,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-22-011734,RISK_FACTORS,1318220,"Waste Connections, Inc.",10-Q,2022-08-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-22-015322,RISK_FACTORS,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2022-10-25,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-22-016106,RISK_FACTORS,1318220,"Waste Connections, Inc.",10-Q,2022-11-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-23-006656,RISK_FACTORS,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2023-04-25,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-23-006942,RISK_FACTORS,1318220,"Waste Connections, Inc.",10-Q,2023-04-27,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-23-013028,RISK_FACTORS,1318220,"Waste Connections, Inc.",10-Q,2023-08-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-23-016758,RISK_FACTORS,1318220,"Waste Connections, Inc.",10-Q,2023-10-26,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-24-005670,RISK_FACTORS,1318220,"Waste Connections, Inc.",10-Q,2024-04-25,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-24-010097,RISK_FACTORS,1318220,"Waste Connections, Inc.",10-Q,2024-07-25,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-24-013554,RISK_FACTORS,1318220,"Waste Connections, Inc.",10-Q,2024-10-24,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-25-005319,RISK_FACTORS,1318220,"Waste Connections, Inc.",10-Q,2025-04-24,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001558370-25-009490,RISK_FACTORS,1318220,"Waste Connections, Inc.",10-Q,2025-07-24,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001562762-16-000383,RISK_FACTORS,1099590,MERCADOLIBRE INC,10-Q,2016-05-06,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001562762-16-000414,RISK_FACTORS,1099590,MERCADOLIBRE INC,10-Q,2016-08-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
