chunk_id,section_type,primary_tier,field,judgment,field_note,example_note
CHK-488ef0aea1fef3ec,MDA,C,sentiment,,,
CHK-488ef0aea1fef3ec,MDA,C,red_flags,,,
CHK-488ef0aea1fef3ec,MDA,C,distress_tier,,,
CHK-495d24ca5c3468b4,RISK_FACTORS,C,red_flags,,,
CHK-495d24ca5c3468b4,RISK_FACTORS,C,distress_tier,,,
CHK-4f33afea51c76a4b,MDA,C,sentiment,,,
CHK-4f33afea51c76a4b,MDA,C,red_flags,,,
CHK-4f33afea51c76a4b,MDA,C,distress_tier,,,
CHK-63dab9777d4ececc,MDA,C,sentiment,,,
CHK-63dab9777d4ececc,MDA,C,red_flags,,,
CHK-63dab9777d4ececc,MDA,C,distress_tier,,,
CHK-685449dac29e4a72,MDA,C,sentiment,,,
CHK-685449dac29e4a72,MDA,C,red_flags,,,
CHK-685449dac29e4a72,MDA,C,distress_tier,,,
CHK-69ed2c9e4573621c,RISK_FACTORS,C,red_flags,,,
CHK-69ed2c9e4573621c,RISK_FACTORS,C,distress_tier,,,
CHK-6ee72154bd45ec80,MDA,C,sentiment,,,
CHK-6ee72154bd45ec80,MDA,C,red_flags,,,
CHK-6ee72154bd45ec80,MDA,C,distress_tier,,,
CHK-759bd7ca5d662f84,RISK_FACTORS,C,red_flags,,,
CHK-759bd7ca5d662f84,RISK_FACTORS,C,distress_tier,,,
CHK-7e30eb39ad94ac31,EX99_PRESS_RELEASE,C,sentiment,,,
CHK-7e30eb39ad94ac31,EX99_PRESS_RELEASE,C,guidance_direction,,,
CHK-7e30eb39ad94ac31,EX99_PRESS_RELEASE,C,red_flags,,,
CHK-7e30eb39ad94ac31,EX99_PRESS_RELEASE,C,distress_tier,,,
CHK-7f0695a761539f1f,EX99_PRESS_RELEASE,C,sentiment,,,
CHK-7f0695a761539f1f,EX99_PRESS_RELEASE,C,guidance_direction,,,
CHK-7f0695a761539f1f,EX99_PRESS_RELEASE,C,red_flags,,,
CHK-7f0695a761539f1f,EX99_PRESS_RELEASE,C,distress_tier,,,
CHK-84fce84e8a03562e,MDA,C,sentiment,,,
CHK-84fce84e8a03562e,MDA,C,red_flags,,,
CHK-84fce84e8a03562e,MDA,C,distress_tier,,,
CHK-905ff436471d8ddd,MDA,C,sentiment,,,
CHK-905ff436471d8ddd,MDA,C,red_flags,,,
CHK-905ff436471d8ddd,MDA,C,distress_tier,,,
CHK-9ec26476dac2b37d,MDA,C,sentiment,,,
CHK-9ec26476dac2b37d,MDA,C,red_flags,,,
CHK-9ec26476dac2b37d,MDA,C,distress_tier,,,
CHK-a045e5fc55276c7f,RISK_FACTORS,C,red_flags,,,
CHK-a045e5fc55276c7f,RISK_FACTORS,C,distress_tier,,,
CHK-a05fd4cd427efd05,MDA,C,sentiment,,,
CHK-a05fd4cd427efd05,MDA,C,red_flags,,,
CHK-a05fd4cd427efd05,MDA,C,distress_tier,,,
CHK-a4c88f8c6f8e09a4,RISK_FACTORS,C,red_flags,,,
CHK-a4c88f8c6f8e09a4,RISK_FACTORS,C,distress_tier,,,
CHK-b15e159ac224a2ae,MDA,C,sentiment,,,
CHK-b15e159ac224a2ae,MDA,C,red_flags,,,
CHK-b15e159ac224a2ae,MDA,C,distress_tier,,,
CHK-b5039a0459268366,MDA,C,sentiment,,,
CHK-b5039a0459268366,MDA,C,red_flags,,,
CHK-b5039a0459268366,MDA,C,distress_tier,,,
CHK-ba71626c30a964a9,RISK_FACTORS,C,red_flags,,,
CHK-ba71626c30a964a9,RISK_FACTORS,C,distress_tier,,,
CHK-bad78b83459c59b2,RISK_FACTORS,C,red_flags,,,
CHK-bad78b83459c59b2,RISK_FACTORS,C,distress_tier,,,
CHK-c28fef28994f427d,EX99_PRESS_RELEASE,C,sentiment,,,
CHK-c28fef28994f427d,EX99_PRESS_RELEASE,C,guidance_direction,,,
CHK-c28fef28994f427d,EX99_PRESS_RELEASE,C,red_flags,,,
CHK-c28fef28994f427d,EX99_PRESS_RELEASE,C,distress_tier,,,
CHK-c964bb22b6f66988,MDA,C,sentiment,,,
CHK-c964bb22b6f66988,MDA,C,red_flags,,,
CHK-c964bb22b6f66988,MDA,C,distress_tier,,,
CHK-cfa4bc399e5ead9a,EX99_PRESS_RELEASE,C,sentiment,,,
CHK-cfa4bc399e5ead9a,EX99_PRESS_RELEASE,C,guidance_direction,,,
CHK-cfa4bc399e5ead9a,EX99_PRESS_RELEASE,C,red_flags,,,
CHK-cfa4bc399e5ead9a,EX99_PRESS_RELEASE,C,distress_tier,,,
CHK-d19832deac747b17,MDA,C,sentiment,,,
CHK-d19832deac747b17,MDA,C,red_flags,,,
CHK-d19832deac747b17,MDA,C,distress_tier,,,
CHK-d2d2b5777f232b72,EX99_PRESS_RELEASE,C,sentiment,,,
CHK-d2d2b5777f232b72,EX99_PRESS_RELEASE,C,guidance_direction,,,
CHK-d2d2b5777f232b72,EX99_PRESS_RELEASE,C,red_flags,,,
CHK-d2d2b5777f232b72,EX99_PRESS_RELEASE,C,distress_tier,,,
CHK-e4db6e68025eb549,MDA,C,sentiment,,,
CHK-e4db6e68025eb549,MDA,C,red_flags,,,
CHK-e4db6e68025eb549,MDA,C,distress_tier,,,
CHK-ecfcc62665911378,MDA,C,sentiment,,,
CHK-ecfcc62665911378,MDA,C,red_flags,,,
CHK-ecfcc62665911378,MDA,C,distress_tier,,,
CHK-f76b79fc7069ee7b,MDA,C,sentiment,,,
CHK-f76b79fc7069ee7b,MDA,C,red_flags,,,
CHK-f76b79fc7069ee7b,MDA,C,distress_tier,,,
CHK-f7d5f42da5371f07,MDA,C,sentiment,,,
CHK-f7d5f42da5371f07,MDA,C,red_flags,,,
CHK-f7d5f42da5371f07,MDA,C,distress_tier,,,
CHK-f8d0455ae0b2c881,MDA,C,sentiment,,,
CHK-f8d0455ae0b2c881,MDA,C,red_flags,,,
CHK-f8d0455ae0b2c881,MDA,C,distress_tier,,,
